market,opening_price,trade_price,high_price,low_price,candle_acc_trade_volume,candle_date_time_kst
KRW-AXS,6376.0,6376.0,6376.0,6376.0,1.56985871,2024-09-14T22:40:00
KRW-AXS,6376.0,6376.0,6376.0,6376.0,51.88786,2024-09-14T22:30:00
KRW-AXS,6380.0,6376.0,6380.0,6376.0,290.37697047,2024-09-14T22:25:00
KRW-STX,2156.0,2156.0,2156.0,2156.0,225.6,2024-09-14T22:55:00
KRW-STX,2159.0,2156.0,2159.0,2155.0,7673.57483914,2024-09-14T22:50:00
KRW-STX,2155.0,2159.0,2160.0,2154.0,30876.41715473,2024-09-14T22:45:00
BTC-GRT,2.47e-06,2.48e-06,2.48e-06,2.47e-06,11569.0527838,2024-09-14T20:00:00
BTC-GRT,2.47e-06,2.47e-06,2.47e-06,2.47e-06,46.91901616,2024-09-13T14:10:00
BTC-GRT,2.47e-06,2.47e-06,2.47e-06,2.47e-06,31.01137583,2024-09-13T14:00:00
BTC-SNX,2.411e-05,2.411e-05,2.411e-05,2.41e-05,300.0,2024-09-14T22:40:00
BTC-SNX,2.39e-05,2.39e-05,2.39e-05,2.39e-05,28.45188285,2024-09-14T20:55:00
BTC-SNX,2.39e-05,2.39e-05,2.39e-05,2.39e-05,71.89914599,2024-09-14T19:20:00
BTC-USDP,1.666e-05,1.666e-05,1.666e-05,1.666e-05,370.54612273,2024-09-14T19:45:00
BTC-USDP,1.666e-05,1.666e-05,1.666e-05,1.666e-05,488.67014907,2024-09-14T02:45:00
BTC-USDP,1.674e-05,1.674e-05,1.674e-05,1.674e-05,40.65266387,2024-09-13T15:35:00
KRW-XEC,0.04287,0.04283,0.04287,0.04283,78644647.47521833,2024-09-14T22:55:00
KRW-XEC,0.04293,0.0429,0.04294,0.0429,96097447.6554985,2024-09-14T22:50:00
KRW-XEC,0.04294,0.04293,0.04294,0.0429,14956057.93217322,2024-09-14T22:40:00
KRW-SOL,184250.0,184200.0,184250.0,184200.0,3.80454357,2024-09-14T22:55:00
KRW-SOL,184200.0,184200.0,184200.0,184100.0,320.58143105,2024-09-14T22:50:00
KRW-SOL,184000.0,184100.0,184200.0,184000.0,215.91013681,2024-09-14T22:45:00
BTC-SOL,0.00227951,0.00227951,0.00227951,0.00227951,3.48601738,2024-09-14T20:25:00
BTC-SOL,0.00227921,0.00227921,0.00227921,0.00227921,0.08196597,2024-09-14T19:00:00
BTC-SOL,0.00227841,0.00227841,0.00227841,0.00227841,0.08950854,2024-09-14T16:45:00
KRW-POL,550.5,550.5,550.5,550.5,821.77432752,2024-09-14T22:55:00
KRW-POL,549.7,550.5,550.5,549.3,20851.75058575,2024-09-14T22:50:00
KRW-POL,551.1,549.8,552.2,549.5,50974.00300882,2024-09-14T22:45:00
BTC-POL,7.18e-06,7.18e-06,7.18e-06,7.18e-06,1481.54874651,2024-09-14T22:05:00
BTC-POL,6.81e-06,6.81e-06,6.81e-06,6.81e-06,768.29516203,2024-09-14T21:55:00
BTC-POL,6.87e-06,6.87e-06,6.87e-06,6.87e-06,307.98921061,2024-09-14T18:05:00
KRW-AAVE,186450.0,186300.0,186450.0,186300.0,116.63850908,2024-09-14T22:50:00
KRW-AAVE,186500.0,186350.0,186500.0,186300.0,149.75350757,2024-09-14T22:45:00
KRW-AAVE,186600.0,186500.0,186700.0,186500.0,57.88968806,2024-09-14T22:40:00
KRW-1INCH,353.2,352.8,353.2,352.8,4390.49106704,2024-09-14T22:50:00
KRW-1INCH,352.8,352.8,352.8,352.8,226.75736962,2024-09-14T22:45:00
KRW-1INCH,352.5,353.2,353.2,352.5,7147.61151916,2024-09-14T22:40:00
BTC-AAVE,0.00234734,0.00234734,0.00234734,0.00234734,9.39314536,2024-09-14T12:35:00
BTC-AAVE,0.00234734,0.00234734,0.00234734,0.00234734,0.66416343,2024-09-14T10:55:00
BTC-AAVE,0.0024465,0.0024465,0.0024465,0.0024465,0.01001478,2024-09-13T16:30:00
BTC-1INCH,4.36e-06,4.36e-06,4.36e-06,4.36e-06,565.16836294,2024-09-14T18:10:00
BTC-1INCH,4.29e-06,4.29e-06,4.29e-06,4.29e-06,318.64976577,2024-09-13T20:05:00
BTC-1INCH,4.48e-06,4.48e-06,4.48e-06,4.48e-06,15.06080896,2024-09-13T14:35:00
BTC-MASK,3.832e-05,3.832e-05,3.832e-05,3.832e-05,190.35219152,2024-09-13T15:15:00
BTC-MASK,3.758e-05,3.758e-05,3.758e-05,3.758e-05,0.3615627,2024-09-13T09:00:00
BTC-MASK,3.758e-05,3.758e-05,3.758e-05,3.758e-05,3.39199898,2024-09-13T08:55:00
KRW-ALGO,176.3,176.6,176.6,176.2,14606.60099224,2024-09-14T22:50:00
KRW-ALGO,176.3,176.3,176.3,176.3,1163.72093023,2024-09-14T22:45:00
KRW-ALGO,176.1,176.1,176.1,176.1,28.6313806,2024-09-14T22:35:00
BTC-AUDIO,2.14e-06,2.14e-06,2.14e-06,2.14e-06,3300.0,2024-09-14T22:50:00
BTC-AUDIO,2.14e-06,2.14e-06,2.14e-06,2.14e-06,6882.88237435,2024-09-14T22:45:00
BTC-AUDIO,2.14e-06,2.14e-06,2.14e-06,2.14e-06,2650.0,2024-09-14T22:40:00
KRW-NEAR,5635.0,5640.0,5640.0,5630.0,6848.25681669,2024-09-14T22:50:00
KRW-NEAR,5640.0,5635.0,5640.0,5635.0,3379.05804134,2024-09-14T22:45:00
KRW-NEAR,5637.0,5640.0,5640.0,5634.0,3062.95217507,2024-09-14T22:40:00
BTC-YGG,6.65e-06,6.65e-06,6.65e-06,6.65e-06,902.2556391,2024-09-14T22:20:00
BTC-YGG,6.67e-06,6.67e-06,6.67e-06,6.67e-06,150.0,2024-09-14T22:10:00
BTC-YGG,6.7e-06,6.7e-06,6.7e-06,6.7e-06,1153.9806565,2024-09-14T22:05:00
BTC-GTC,1.046e-05,1.047e-05,1.047e-05,1.046e-05,600.0,2024-09-14T22:40:00
BTC-GTC,1.028e-05,1.027e-05,1.028e-05,1.025e-05,1000.09772953,2024-09-14T20:30:00
BTC-GTC,1.031e-05,1.031e-05,1.031e-05,1.031e-05,320.73487381,2024-09-14T17:45:00
BTC-OCEAN,9.73e-06,9.73e-06,9.73e-06,9.73e-06,300.0,2024-09-14T22:50:00
BTC-OCEAN,9.73e-06,9.73e-06,9.73e-06,9.73e-06,700.97448678,2024-09-14T22:00:00
BTC-OCEAN,9.75e-06,9.75e-06,9.75e-06,9.75e-06,901.17824362,2024-09-14T21:55:00
BTC-CTC,7.01e-06,7.01e-06,7.01e-06,7.01e-06,10.0,2024-09-14T18:15:00
BTC-CTC,7.36e-06,7.36e-06,7.36e-06,7.36e-06,9.64301203,2024-09-14T10:10:00
BTC-CTC,7.1e-06,7.1e-06,7.1e-06,7.1e-06,791.19117607,2024-09-14T04:30:00
BTC-LPT,0.00020961,0.00020961,0.00020961,0.00020961,0.59712499,2024-09-14T20:30:00
BTC-LPT,0.00021231,0.00021231,0.00021231,0.00021231,8.72041776,2024-09-14T17:55:00
BTC-LPT,0.00021176,0.0002108,0.00021176,0.00021075,63.05925089,2024-09-14T15:40:00
KRW-AVAX,33490.0,33490.0,33490.0,33490.0,0.00053931,2024-09-14T22:55:00
KRW-AVAX,33410.0,33490.0,33490.0,33370.0,333.38412312,2024-09-14T22:50:00
KRW-AVAX,33410.0,33410.0,33420.0,33410.0,47.99697669,2024-09-14T22:45:00
BTC-AVAX,0.00040752,0.00040752,0.00040752,0.00040752,25.05617017,2024-09-14T18:35:00
BTC-AVAX,0.00041714,0.00041714,0.00041714,0.00041714,5.28225535,2024-09-14T13:50:00
BTC-AVAX,0.00040732,0.00040732,0.00040732,0.00040732,3.0,2024-09-14T13:15:00
BTC-IMX,2.176e-05,2.176e-05,2.176e-05,2.176e-05,4.59558823,2024-09-14T15:45:00
BTC-IMX,2.172e-05,2.172e-05,2.172e-05,2.172e-05,286.66528545,2024-09-13T06:30:00
BTC-IMX,2.154e-05,2.154e-05,2.154e-05,2.154e-05,461.04186653,2024-09-12T23:40:00
BTC-RENDER,8.907e-05,8.907e-05,8.907e-05,8.907e-05,1.07504751,2024-09-14T22:25:00
BTC-RENDER,8.884e-05,8.884e-05,8.884e-05,8.884e-05,5.99489441,2024-09-14T22:10:00
BTC-RENDER,8.773e-05,8.773e-05,8.773e-05,8.773e-05,32.16832613,2024-09-14T22:00:00
BTC-RLY,1e-07,1e-07,1e-07,1e-07,149230.94763092,2024-09-14T22:35:00
BTC-RLY,1e-07,1.1e-07,1.1e-07,1e-07,137731.5045719,2024-09-14T22:15:00
BTC-RLY,1.1e-07,1.1e-07,1.1e-07,1.1e-07,824.82142857,2024-09-14T16:50:00
KRW-T,29.09,29.09,29.09,29.09,344.63733241,2024-09-14T22:55:00
KRW-T,29.1,29.09,29.1,29.09,30629.30481254,2024-09-14T22:50:00
KRW-T,29.11,29.11,29.11,29.11,34352.45620061,2024-09-14T22:45:00
BTC-T,3.7e-07,3.7e-07,3.7e-07,3.7e-07,13497.88284732,2024-09-14T09:20:00
BTC-T,3.7e-07,3.7e-07,3.7e-07,3.7e-07,19529.06112311,2024-09-14T09:10:00
BTC-T,3.6e-07,3.6e-07,3.6e-07,3.6e-07,11499.86283169,2024-09-11T12:10:00
KRW-CELO,592.3,592.6,592.6,592.3,2741.96644896,2024-09-14T22:50:00
KRW-CELO,592.2,592.2,592.2,592.2,1297.2378862,2024-09-14T22:45:00
KRW-CELO,592.3,592.3,592.3,592.3,67.46581124,2024-09-14T22:40:00
BTC-RAD,1.872e-05,1.872e-05,1.872e-05,1.872e-05,3.0,2024-09-14T21:40:00
BTC-RAD,1.801e-05,1.801e-05,1.801e-05,1.801e-05,481.94933687,2024-09-14T21:20:00
BTC-RAD,1.815e-05,1.815e-05,1.815e-05,1.815e-05,885.16340003,2024-09-14T20:55:00
BTC-AGLD,1.475e-05,1.488e-05,1.488e-05,1.473e-05,1458.78302806,2024-09-14T22:50:00
BTC-AGLD,1.489e-05,1.475e-05,1.489e-05,1.475e-05,1330.31425748,2024-09-14T22:40:00
BTC-AGLD,1.486e-05,1.486e-05,1.486e-05,1.486e-05,33.25841184,2024-09-14T22:35:00
BTC-API3,2.501e-05,2.501e-05,2.501e-05,2.501e-05,1.2106859,2024-09-14T16:00:00
BTC-API3,2.501e-05,2.501e-05,2.501e-05,2.501e-05,305.0,2024-09-14T15:50:00
BTC-API3,2.501e-05,2.501e-05,2.501e-05,2.501e-05,104.44240196,2024-09-14T13:45:00
BTC-ARPA,6.9e-07,6.9e-07,6.9e-07,6.9e-07,10000.0,2024-09-14T19:45:00
BTC-ARPA,6.9e-07,7e-07,7e-07,6.9e-07,20000.0,2024-09-14T19:25:00
BTC-ARPA,6.8e-07,6.8e-07,6.8e-07,6.8e-07,60940.83043348,2024-09-14T17:25:00
BTC-ENS,0.00029326,0.00029326,0.00029326,0.00029326,10.0,2024-09-14T18:45:00
BTC-ENS,0.00029723,0.00029723,0.00029723,0.00029723,0.19607329,2024-09-14T11:40:00
BTC-ENS,0.00029723,0.00029723,0.00029723,0.00029723,20.5093881,2024-09-14T11:15:00
KRW-GMT,181.4,181.5,181.5,181.1,28245.44660945,2024-09-14T22:50:00
KRW-GMT,181.6,181.5,181.6,181.5,23940.03149939,2024-09-14T22:45:00
KRW-GMT,181.5,181.7,181.7,181.5,10832.80584998,2024-09-14T22:40:00
BTC-GMT,2.26e-06,2.26e-06,2.26e-06,2.26e-06,756.12738066,2024-09-14T10:20:00
BTC-GMT,2.26e-06,2.26e-06,2.26e-06,2.26e-06,1789.86206293,2024-09-14T05:00:00
BTC-GMT,2.41e-06,2.41e-06,2.41e-06,2.41e-06,172.00037026,2024-09-13T11:35:00
BTC-APE,1.247e-05,1.247e-05,1.247e-05,1.247e-05,8.88004348,2024-09-14T20:40:00
BTC-APE,1.233e-05,1.233e-05,1.233e-05,1.233e-05,1.85409968,2024-09-14T20:30:00
BTC-APE,1.233e-05,1.235e-05,1.235e-05,1.233e-05,127.11705733,2024-09-14T20:15:00
BTC-RAY,2.523e-05,2.523e-05,2.523e-05,2.523e-05,763.29095294,2024-09-14T21:35:00
BTC-RAY,2.505e-05,2.504e-05,2.509e-05,2.504e-05,84.81010588,2024-09-14T20:15:00
BTC-RAY,2.524e-05,2.522e-05,2.524e-05,2.522e-05,1639.40974783,2024-09-14T17:45:00
KRW-APT,8230.0,8230.0,8230.0,8230.0,145.74383001,2024-09-14T22:55:00
KRW-APT,8230.0,8230.0,8230.0,8228.0,1018.12184327,2024-09-14T22:50:00
KRW-APT,8258.0,8230.0,8258.0,8230.0,1065.59992504,2024-09-14T22:45:00
BTC-APT,0.00010481,0.00010481,0.00010481,0.00010481,14.7,2024-09-14T17:00:00
BTC-APT,0.00010415,0.00010436,0.00010436,0.00010415,27.40919652,2024-09-14T13:15:00
BTC-APT,0.00010409,0.00010409,0.00010409,0.00010409,0.99692035,2024-09-14T00:30:00
BTC-ACM,2.546e-05,2.546e-05,2.546e-05,2.546e-05,48.47974195,2024-09-14T09:45:00
BTC-ACM,2.546e-05,2.546e-05,2.546e-05,2.546e-05,404.20735234,2024-09-14T08:05:00
BTC-ACM,2.546e-05,2.546e-05,2.547e-05,2.546e-05,340.0,2024-09-14T08:00:00
BTC-AFC,1.587e-05,1.6e-05,1.6e-05,1.587e-05,431.03812555,2024-09-14T17:25:00
BTC-AFC,1.6e-05,1.6e-05,1.6e-05,1.6e-05,200.0,2024-09-14T17:00:00
BTC-AFC,1.61e-05,1.6e-05,1.61e-05,1.6e-05,100.0,2024-09-14T11:10:00
BTC-ATM,3.104e-05,3.104e-05,3.104e-05,3.104e-05,170.0,2024-09-14T22:10:00
BTC-ATM,3.059e-05,3.059e-05,3.152e-05,3.059e-05,573.611,2024-09-14T21:05:00
BTC-ATM,3.058e-05,3.058e-05,3.058e-05,3.058e-05,1.91017165,2024-09-14T14:25:00
BTC-BAR,3e-05,3e-05,3e-05,3e-05,17.0,2024-09-14T16:00:00
BTC-BAR,2.863e-05,2.863e-05,2.863e-05,2.863e-05,87.04360793,2024-09-14T08:40:00
BTC-BAR,2.996e-05,2.863e-05,2.996e-05,2.863e-05,20.97727988,2024-09-14T07:50:00
BTC-CITY,3.38e-05,3.374e-05,3.381e-05,3.374e-05,447.44056318,2024-09-14T20:20:00
BTC-CITY,3.468e-05,3.468e-05,3.468e-05,3.468e-05,187.80550749,2024-09-14T18:55:00
BTC-CITY,3.332e-05,3.331e-05,3.332e-05,3.326e-05,549.11545874,2024-09-14T10:25:00
BTC-INTER,2.382e-05,2.381e-05,2.382e-05,2.381e-05,258.27444563,2024-09-14T15:25:00
BTC-INTER,2.386e-05,2.386e-05,2.386e-05,2.386e-05,23.25581395,2024-09-14T14:55:00
BTC-INTER,2.4e-05,2.41e-05,2.41e-05,2.4e-05,200.0,2024-09-14T11:00:00
BTC-NAP,2.365e-05,2.368e-05,2.369e-05,2.364e-05,27.62236336,2024-09-14T17:45:00
BTC-NAP,2.362e-05,2.364e-05,2.364e-05,2.362e-05,7.04492783,2024-09-14T17:40:00
BTC-NAP,2.334e-05,2.334e-05,2.334e-05,2.327e-05,174.2211,2024-09-14T16:20:00
KRW-SHIB,0.01848,0.01848,0.01849,0.01848,217160604.86650696,2024-09-14T22:55:00
KRW-SHIB,0.01844,0.01848,0.01849,0.01844,2896288148.108583,2024-09-14T22:50:00
KRW-SHIB,0.01844,0.01845,0.01845,0.01842,895652861.9018737,2024-09-14T22:45:00
BTC-G,5.9e-07,5.9e-07,5.9e-07,5.9e-07,82911.84430544,2024-09-14T20:10:00
BTC-G,5.9e-07,5.9e-07,5.9e-07,5.9e-07,3093.34709795,2024-09-14T10:25:00
BTC-G,6.4e-07,6.4e-07,6.4e-07,6.4e-07,58.83200041,2024-09-13T19:50:00
BTC-ASTR,9.8e-07,9.8e-07,9.8e-07,9.8e-07,6771.23404255,2024-09-14T08:55:00
BTC-ASTR,1e-06,1e-06,1e-06,1e-06,1483.51648351,2024-09-13T23:10:00
BTC-ASTR,1e-06,1e-06,1e-06,1e-06,1177.67165272,2024-09-13T23:05:00
BTC-BLUR,3.06e-06,3.06e-06,3.06e-06,3.06e-06,49.28778377,2024-09-14T09:45:00
BTC-BLUR,3.09e-06,3.09e-06,3.09e-06,3.09e-06,42.09703947,2024-09-14T06:15:00
BTC-BLUR,3.08e-06,3.08e-06,3.08e-06,3.08e-06,14394.40016433,2024-09-13T21:35:00
KRW-MASK,2849.0,2849.0,2849.0,2849.0,205.24748155,2024-09-14T22:50:00
KRW-MASK,2849.0,2849.0,2849.0,2848.0,406.06909231,2024-09-14T22:35:00
KRW-MASK,2850.0,2851.0,2851.0,2850.0,385.60427217,2024-09-14T22:30:00
BTC-ACS,3e-08,3e-08,3e-08,3e-08,29088.0,2024-09-14T21:00:00
BTC-ACS,3e-08,3e-08,3e-08,3e-08,18666.66666666,2024-09-14T19:05:00
BTC-ACS,3e-08,3e-08,3e-08,3e-08,2906.0,2024-09-14T18:15:00
BTC-MAGIC,5.91e-06,5.91e-06,5.91e-06,5.91e-06,110.27953792,2024-09-14T22:50:00
BTC-MAGIC,5.8e-06,5.8e-06,5.8e-06,5.8e-06,289.7766345,2024-09-14T16:40:00
BTC-MAGIC,5.85e-06,5.85e-06,5.85e-06,5.85e-06,1217.49999999,2024-09-14T16:35:00
KRW-ARB,714.6,714.6,714.6,714.6,264.70415075,2024-09-14T22:55:00
KRW-ARB,714.2,714.3,714.4,714.2,391.97957683,2024-09-14T22:50:00
KRW-ARB,714.9,714.1,714.9,713.9,14750.07699401,2024-09-14T22:45:00
BTC-ARB,8.92e-06,8.92e-06,8.92e-06,8.92e-06,98.23494932,2024-09-13T21:30:00
BTC-ARB,9.2e-06,9.2e-06,9.2e-06,9.2e-06,64.71335234,2024-09-13T14:15:00
BTC-ARB,8.96e-06,8.96e-06,8.96e-06,8.96e-06,261.33912031,2024-09-13T10:05:00
KRW-EGLD,35600.0,35600.0,35600.0,35600.0,4.04177977,2024-09-14T22:50:00
KRW-EGLD,35570.0,35570.0,35570.0,35570.0,3.00371578,2024-09-14T22:40:00
KRW-EGLD,35550.0,35550.0,35550.0,35550.0,2.46152204,2024-09-14T22:35:00
BTC-EGLD,0.00046825,0.00046825,0.00046825,0.00046825,0.21356113,2024-09-14T15:45:00
BTC-EGLD,0.00046956,0.00046956,0.00046956,0.00046956,15.0,2024-09-08T20:25:00
BTC-EGLD,0.00046957,0.00046957,0.00046957,0.00046957,13.0,2024-09-03T22:30:00
KRW-SUI,1365.0,1363.0,1365.0,1363.0,27015.83023098,2024-09-14T22:55:00
KRW-SUI,1359.0,1364.0,1366.0,1359.0,234009.35618803,2024-09-14T22:50:00
KRW-SUI,1360.0,1359.0,1360.0,1358.0,12018.47111627,2024-09-14T22:45:00
BTC-SUI,1.68e-05,1.68e-05,1.68e-05,1.68e-05,740.93528666,2024-09-14T21:30:00
BTC-SUI,1.655e-05,1.655e-05,1.655e-05,1.655e-05,2579.83102843,2024-09-14T20:30:00
BTC-SUI,1.832e-05,1.832e-05,1.832e-05,1.832e-05,520.80676855,2024-09-14T14:40:00
KRW-GRT,201.4,201.1,201.4,201.1,10792.22483301,2024-09-14T22:50:00
KRW-GRT,201.4,201.4,201.4,201.4,17494.12816322,2024-09-14T22:45:00
KRW-GRT,201.6,201.6,201.6,201.6,4960.31746031,2024-09-14T22:40:00
KRW-BLUR,242.0,242.3,242.3,242.0,24970.57657457,2024-09-14T22:50:00
KRW-BLUR,242.0,242.0,242.1,241.6,44649.73058459,2024-09-14T22:45:00
KRW-BLUR,242.0,242.0,242.2,242.0,44478.13239318,2024-09-14T22:40:00
BTC-MINA,7.37e-06,7.37e-06,7.37e-06,7.37e-06,13.56852103,2024-09-14T12:30:00
BTC-MINA,7.36e-06,7.36e-06,7.36e-06,7.36e-06,277.13189851,2024-09-14T12:10:00
BTC-MINA,7.37e-06,7.37e-06,7.37e-06,7.37e-06,13.56852103,2024-09-14T10:00:00
KRW-IMX,1730.0,1733.0,1733.0,1727.0,5290.03624384,2024-09-14T22:50:00
KRW-IMX,1733.0,1733.0,1733.0,1733.0,226.90962654,2024-09-14T22:45:00
KRW-IMX,1730.0,1733.0,1733.0,1730.0,944.10096143,2024-09-14T22:40:00
BTC-STG,5e-06,5e-06,5e-06,5e-06,1487.28787357,2024-09-13T12:00:00
BTC-STG,5e-06,5e-06,5e-06,5e-06,637.40908866,2024-09-13T11:50:00
BTC-STG,5e-06,5e-06,5e-06,5e-06,20970.5528109,2024-09-13T11:30:00
BTC-SEI,4.94e-06,4.94e-06,4.94e-06,4.94e-06,1081.6763355,2024-09-14T18:00:00
BTC-SEI,5.17e-06,5.17e-06,5.17e-06,5.17e-06,75.24564796,2024-09-13T16:50:00
BTC-SEI,5.32e-06,5.32e-06,5.32e-06,5.32e-06,14.64950761,2024-09-13T10:00:00
KRW-SEI,400.9,401.3,401.4,400.8,29221.89560147,2024-09-14T22:50:00
KRW-SEI,401.8,400.9,401.8,400.9,41219.3406041,2024-09-14T22:45:00
KRW-SEI,400.8,401.5,401.5,400.8,42125.40142755,2024-09-14T22:40:00
BTC-CYBER,5.87e-05,5.87e-05,5.87e-05,5.87e-05,120.83613536,2024-09-14T22:00:00
BTC-CYBER,5.87e-05,5.87e-05,5.87e-05,5.87e-05,51.78691515,2024-09-14T21:45:00
BTC-CYBER,5.868e-05,5.868e-05,5.868e-05,5.868e-05,23.3226,2024-09-14T21:40:00
BTC-GLMR,2.84e-06,2.84e-06,2.84e-06,2.84e-06,6548.64561403,2024-09-14T22:20:00
BTC-GLMR,2.85e-06,2.85e-06,2.85e-06,2.85e-06,21.81563634,2024-09-14T20:55:00
BTC-GLMR,2.82e-06,2.82e-06,2.82e-06,2.82e-06,198.58156028,2024-09-14T19:30:00
